,date,country,price(eur/mwh)
11,01/03/2023,Ireland,182.0
12,01/03/2023,Italy,193.0
13,01/03/2023,Latvia,18.0
14,01/03/2023,Lithuania,18.0
15,01/03/2023,Luxembourg,15.0
16,01/03/2023,Netherlands,18.0
17,01/03/2023,Norway,86.0
18,01/03/2023,Poland,45.0
19,01/03/2023,Portugal,7.0
20,01/03/2023,Romania,18.0
21,01/03/2023,Serbia,43.0
22,01/03/2023,Slovakia,18.0
23,01/03/2023,Slovenia,17.0
24,01/03/2023,Spain,7.0
25,01/03/2023,Sweden,18.0
26,01/03/2023,Switzerland,7.0
0,01/04/2023,Austria,23.0
1,01/04/2023,Belgium,14.0
2,01/04/2023,Bulgaria,18.0
3,01/04/2023,Croatia,17.0
4,01/04/2023,Czech Republic,16.0
5,01/04/2023,Denmark,17.0
6,01/04/2023,Estonia,18.0
7,01/04/2023,Finland,18.0
8,01/04/2023,Germany,15.0
9,01/04/2023,Greece,238.0
10,01/04/2023,Hungary,18.0
11,01/04/2023,Ireland,182.0
12,01/04/2023,Italy,193.0
13,01/04/2023,Latvia,18.0
14,01/04/2023,Lithuania,18.0
15,01/04/2023,Luxembourg,15.0
16,01/04/2023,Netherlands,18.0
17,01/04/2023,Norway,86.0
18,01/04/2023,Poland,45.0
19,01/04/2023,Portugal,7.0
20,01/04/2023,Romania,18.0
21,01/04/2023,Serbia,43.0
22,01/04/2023,Slovakia,18.0
23,01/04/2023,Slovenia,17.0
24,01/04/2023,Spain,7.0
25,01/04/2023,Sweden,18.0
26,01/04/2023,Switzerland,7.0
<<<<<<< HEAD
=======
0,01/04/2023,Austria,23.0
1,01/04/2023,Belgium,14.0
2,01/04/2023,Bulgaria,18.0
3,01/04/2023,Croatia,17.0
4,01/04/2023,Czech Republic,16.0
5,01/04/2023,Denmark,17.0
6,01/04/2023,Estonia,18.0
7,01/04/2023,Finland,18.0
8,01/04/2023,Germany,15.0
9,01/04/2023,Greece,238.0
10,01/04/2023,Hungary,18.0
11,01/04/2023,Ireland,182.0
12,01/04/2023,Italy,193.0
13,01/04/2023,Latvia,18.0
14,01/04/2023,Lithuania,18.0
15,01/04/2023,Luxembourg,15.0
16,01/04/2023,Netherlands,18.0
17,01/04/2023,Norway,86.0
18,01/04/2023,Poland,45.0
19,01/04/2023,Portugal,7.0
20,01/04/2023,Romania,18.0
21,01/04/2023,Serbia,43.0
22,01/04/2023,Slovakia,18.0
23,01/04/2023,Slovenia,17.0
24,01/04/2023,Spain,7.0
25,01/04/2023,Sweden,18.0
26,01/04/2023,Switzerland,7.0
>>>>>>> 87ac2e98d0d7e7ebfa2216ffcc07892ebde3bcaf
0,01/05/2023,Austria,23.0
1,01/05/2023,Belgium,14.0
2,01/05/2023,Bulgaria,18.0
3,01/05/2023,Croatia,17.0
4,01/05/2023,Czech Republic,16.0
5,01/05/2023,Denmark,17.0
6,01/05/2023,Estonia,18.0
7,01/05/2023,Finland,18.0
8,01/05/2023,Germany,15.0
9,01/05/2023,Greece,238.0
10,01/05/2023,Hungary,18.0
11,01/05/2023,Ireland,182.0
12,01/05/2023,Italy,193.0
13,01/05/2023,Latvia,18.0
14,01/05/2023,Lithuania,18.0
15,01/05/2023,Luxembourg,15.0
16,01/05/2023,Netherlands,18.0
17,01/05/2023,Norway,86.0
18,01/05/2023,Poland,45.0
19,01/05/2023,Portugal,7.0
20,01/05/2023,Romania,18.0
21,01/05/2023,Serbia,43.0
22,01/05/2023,Slovakia,18.0
23,01/05/2023,Slovenia,17.0
24,01/05/2023,Spain,7.0
25,01/05/2023,Sweden,18.0
26,01/05/2023,Switzerland,7.0
<<<<<<< HEAD
0,01/05/2023,Austria,23.0
1,01/05/2023,Belgium,14.0
2,01/05/2023,Bulgaria,18.0
3,01/05/2023,Croatia,17.0
4,01/05/2023,Czech Republic,16.0
5,01/05/2023,Denmark,17.0
6,01/05/2023,Estonia,18.0
7,01/05/2023,Finland,18.0
8,01/05/2023,Germany,15.0
9,01/05/2023,Greece,238.0
10,01/05/2023,Hungary,18.0
11,01/05/2023,Ireland,182.0
12,01/05/2023,Italy,193.0
13,01/05/2023,Latvia,18.0
14,01/05/2023,Lithuania,18.0
15,01/05/2023,Luxembourg,15.0
16,01/05/2023,Netherlands,18.0
17,01/05/2023,Norway,86.0
18,01/05/2023,Poland,45.0
19,01/05/2023,Portugal,7.0
20,01/05/2023,Romania,18.0
21,01/05/2023,Serbia,43.0
22,01/05/2023,Slovakia,18.0
23,01/05/2023,Slovenia,17.0
24,01/05/2023,Spain,7.0
25,01/05/2023,Sweden,18.0
26,01/05/2023,Switzerland,7.0
0,01/05/2023,Albania,
1,01/05/2023,Austria,121.0
2,01/05/2023,Belgium,120.0
3,01/05/2023,Bosnia and Herzegovenia,
4,01/05/2023,Bulgaria,139.0
5,01/05/2023,Croatia,138.0
6,01/05/2023,Cyprus,
7,01/05/2023,Czech Republic,140.0
8,01/05/2023,Denmark,110.0
9,01/05/2023,Estonia,112.0
10,01/05/2023,Finland,112.0
11,01/05/2023,France,
12,01/05/2023,Georgia,
13,01/05/2023,Germany,102.0
14,01/05/2023,Greece,214.0
15,01/05/2023,Hungary,139.0
16,01/05/2023,Ireland,158.0
17,01/05/2023,Italy,183.0
18,01/05/2023,Kosovo,
19,01/05/2023,Latvia,112.0
20,01/05/2023,Lithuania,120.0
21,01/05/2023,Luxembourg,102.0
22,01/05/2023,Malta,
23,01/05/2023,Moldova,
24,01/05/2023,Montenegro,
25,01/05/2023,Netherlands,119.0
26,01/05/2023,North Macedonia,
27,01/05/2023,Norway,109.0
28,01/05/2023,Poland,111.0
29,01/05/2023,Portugal,109.0
30,01/05/2023,Romania,139.0
31,01/05/2023,Serbia,136.0
32,01/05/2023,Slovakia,142.0
33,01/05/2023,Slovenia,137.0
34,01/05/2023,Spain,109.0
35,01/05/2023,Sweden,110.0
36,01/05/2023,Switzerland,141.0
37,01/05/2023,Turkey,
38,01/05/2023,Ukraine,
39,01/05/2023,United Kingdom,
0,01/05/2023,Austria,151.5
1,01/05/2023,Austria,134.44
2,01/05/2023,Austria,44.94
3,01/05/2023,Austria,5.0
4,01/05/2023,Austria,150.0
5,01/05/2023,Austria,49.37
6,01/05/2023,Austria,34.94
7,01/05/2023,Austria,5.0
8,01/05/2023,Austria,69.98
9,01/05/2023,Austria,39.95
10,01/05/2023,Austria,20.26
11,01/05/2023,Austria,10.0
12,01/05/2023,Austria,39.92
13,01/05/2023,Austria,30.46
14,01/05/2023,Austria,20.0
15,01/05/2023,Austria,36.11
16,01/05/2023,Austria,5.0
17,01/05/2023,Austria,10.0
18,01/05/2023,Austria,39.93
19,01/05/2023,Austria,113.49
20,01/05/2023,Austria,-0.01
21,01/05/2023,Austria,36.49
22,01/05/2023,Austria,150.0
23,01/05/2023,Austria,151.5
24,01/05/2023,Austria,4.97
25,01/05/2023,Austria,119.22
26,01/05/2023,Austria,150.0
27,01/05/2023,Austria,169.97
28,01/05/2023,Austria,59.78
29,01/05/2023,Austria,125.49
30,01/05/2023,Austria,151.5
31,01/05/2023,Austria,169.31
32,01/05/2023,Austria,104.43
33,01/05/2023,Austria,125.49
34,01/05/2023,Austria,150.0
35,01/05/2023,Austria,150.0
36,01/05/2023,Austria,143.8
37,01/05/2023,Austria,120.0
38,01/05/2023,Austria,125.49
39,01/05/2023,Austria,130.0
40,01/05/2023,Austria,149.96
41,01/05/2023,Austria,129.36
42,01/05/2023,Austria,139.97
43,01/05/2023,Austria,125.49
44,01/05/2023,Austria,150.49
45,01/05/2023,Austria,150.49
46,01/05/2023,Austria,130.0
47,01/05/2023,Austria,117.43
48,01/05/2023,Austria,154.92
49,01/05/2023,Austria,150.0
50,01/05/2023,Austria,129.93
51,01/05/2023,Austria,117.29
52,01/05/2023,Austria,150.0
53,01/05/2023,Austria,139.98
54,01/05/2023,Austria,129.84
55,01/05/2023,Austria,119.9
56,01/05/2023,Austria,153.1
57,01/05/2023,Austria,151.67
58,01/05/2023,Austria,159.96
59,01/05/2023,Austria,158.38
60,01/05/2023,Austria,151.5
61,01/05/2023,Austria,158.18
62,01/05/2023,Austria,169.98
63,01/05/2023,Austria,179.95
64,01/05/2023,Austria,125.49
65,01/05/2023,Austria,150.0
66,01/05/2023,Austria,157.41
67,01/05/2023,Austria,168.45
68,01/05/2023,Austria,160.0
69,01/05/2023,Austria,175.49
70,01/05/2023,Austria,174.9
71,01/05/2023,Austria,165.13
72,01/05/2023,Austria,196.99
73,01/05/2023,Austria,175.49
74,01/05/2023,Austria,155.63
75,01/05/2023,Austria,150.49
76,01/05/2023,Austria,210.0
77,01/05/2023,Austria,178.0
78,01/05/2023,Austria,150.49
79,01/05/2023,Austria,115.1
80,01/05/2023,Austria,210.0
81,01/05/2023,Austria,175.0
82,01/05/2023,Austria,150.0
83,01/05/2023,Austria,105.09
84,01/05/2023,Austria,195.43
85,01/05/2023,Austria,155.0
86,01/05/2023,Austria,141.82
87,01/05/2023,Austria,102.66
88,01/05/2023,Austria,152.76
89,01/05/2023,Austria,150.49
90,01/05/2023,Austria,133.49
91,01/05/2023,Austria,99.94
92,01/05/2023,Austria,156.86
93,01/05/2023,Austria,150.49
94,01/05/2023,Austria,89.91
95,01/05/2023,Austria,64.95
96,01/05/2023,Belgium,34.78
97,01/05/2023,Belgium,31.42
98,01/05/2023,Belgium,33.1
99,01/05/2023,Belgium,14.56
100,01/05/2023,Belgium,22.19
101,01/05/2023,Belgium,41.2
102,01/05/2023,Belgium,78.53
103,01/05/2023,Belgium,127.98
104,01/05/2023,Belgium,141.02
105,01/05/2023,Belgium,147.18
106,01/05/2023,Belgium,149.81
107,01/05/2023,Belgium,147.46
108,01/05/2023,Belgium,143.17
109,01/05/2023,Belgium,143.79
110,01/05/2023,Belgium,151.03
111,01/05/2023,Belgium,159.48
112,01/05/2023,Belgium,172.73
113,01/05/2023,Belgium,182.34
114,01/05/2023,Belgium,194.67
115,01/05/2023,Belgium,177.98
116,01/05/2023,Belgium,163.99
117,01/05/2023,Belgium,152.0
118,01/05/2023,Belgium,144.64
119,01/05/2023,Belgium,127.0
120,01/05/2023,Bulgaria,139.83
121,01/05/2023,Bulgaria,123.0
122,01/05/2023,Bulgaria,88.71
123,01/05/2023,Bulgaria,72.41
124,01/05/2023,Bulgaria,65.71
125,01/05/2023,Bulgaria,85.09
126,01/05/2023,Bulgaria,135.24
127,01/05/2023,Bulgaria,131.22
128,01/05/2023,Bulgaria,135.28
129,01/05/2023,Bulgaria,144.17
130,01/05/2023,Bulgaria,141.16
131,01/05/2023,Bulgaria,142.95
132,01/05/2023,Bulgaria,142.34
133,01/05/2023,Bulgaria,142.77
134,01/05/2023,Bulgaria,151.03
135,01/05/2023,Bulgaria,159.48
136,01/05/2023,Bulgaria,172.73
137,01/05/2023,Bulgaria,192.67
138,01/05/2023,Bulgaria,194.67
139,01/05/2023,Bulgaria,177.98
140,01/05/2023,Bulgaria,163.99
141,01/05/2023,Bulgaria,152.0
142,01/05/2023,Bulgaria,144.64
143,01/05/2023,Bulgaria,127.0
144,01/05/2023,Croatia,127.93
145,01/05/2023,Croatia,114.26
146,01/05/2023,Croatia,92.57
147,01/05/2023,Croatia,65.31
148,01/05/2023,Croatia,62.19
149,01/05/2023,Croatia,82.17
150,01/05/2023,Croatia,132.17
151,01/05/2023,Croatia,135.49
152,01/05/2023,Croatia,137.07
153,01/05/2023,Croatia,143.37
154,01/05/2023,Croatia,140.98
155,01/05/2023,Croatia,145.78
156,01/05/2023,Croatia,142.3
157,01/05/2023,Croatia,142.81
158,01/05/2023,Croatia,151.03
159,01/05/2023,Croatia,159.48
160,01/05/2023,Croatia,172.73
161,01/05/2023,Croatia,192.17
162,01/05/2023,Croatia,194.67
163,01/05/2023,Croatia,177.98
164,01/05/2023,Croatia,163.99
165,01/05/2023,Croatia,152.0
166,01/05/2023,Croatia,144.64
167,01/05/2023,Croatia,127.0
168,01/05/2023,Czech Republic,112.27
169,01/05/2023,Czech Republic,117.85
170,01/05/2023,Czech Republic,104.17
171,01/05/2023,Czech Republic,56.07
172,01/05/2023,Czech Republic,90.74
173,01/05/2023,Czech Republic,113.43
174,01/05/2023,Czech Republic,120.27
175,01/05/2023,Czech Republic,150.0
176,01/05/2023,Czech Republic,153.73
177,01/05/2023,Czech Republic,144.97
178,01/05/2023,Czech Republic,140.03
179,01/05/2023,Czech Republic,144.25
180,01/05/2023,Czech Republic,142.2
181,01/05/2023,Czech Republic,142.72
182,01/05/2023,Czech Republic,151.03
183,01/05/2023,Czech Republic,159.48
184,01/05/2023,Czech Republic,172.73
185,01/05/2023,Czech Republic,193.42
186,01/05/2023,Czech Republic,194.67
187,01/05/2023,Czech Republic,177.98
188,01/05/2023,Czech Republic,163.99
189,01/05/2023,Czech Republic,152.0
190,01/05/2023,Czech Republic,144.64
191,01/05/2023,Czech Republic,127.0
192,01/05/2023,Denmark,0.09
193,01/05/2023,Denmark,0.1
194,01/05/2023,Denmark,0.12
195,01/05/2023,Denmark,0.12
196,01/05/2023,Denmark,2.23
197,01/05/2023,Denmark,10.07
198,01/05/2023,Denmark,61.04
199,01/05/2023,Denmark,87.19
200,01/05/2023,Denmark,95.84
201,01/05/2023,Denmark,125.55
202,01/05/2023,Denmark,131.92
203,01/05/2023,Denmark,143.07
204,01/05/2023,Denmark,140.91
205,01/05/2023,Denmark,142.58
206,01/05/2023,Denmark,151.03
207,01/05/2023,Denmark,159.48
208,01/05/2023,Denmark,172.73
209,01/05/2023,Denmark,194.7
210,01/05/2023,Denmark,194.67
211,01/05/2023,Denmark,177.98
212,01/05/2023,Denmark,163.99
213,01/05/2023,Denmark,152.0
214,01/05/2023,Denmark,144.64
215,01/05/2023,Denmark,127.0
216,01/05/2023,Denmark,30.03
217,01/05/2023,Denmark,28.15
218,01/05/2023,Denmark,27.68
219,01/05/2023,Denmark,27.76
220,01/05/2023,Denmark,28.63
221,01/05/2023,Denmark,17.73
222,01/05/2023,Denmark,62.7
223,01/05/2023,Denmark,85.53
224,01/05/2023,Denmark,93.54
225,01/05/2023,Denmark,107.92
226,01/05/2023,Denmark,128.75
227,01/05/2023,Denmark,139.64
228,01/05/2023,Denmark,139.99
229,01/05/2023,Denmark,142.58
230,01/05/2023,Denmark,149.4
231,01/05/2023,Denmark,155.2
232,01/05/2023,Denmark,172.73
233,01/05/2023,Denmark,194.7
234,01/05/2023,Denmark,194.67
235,01/05/2023,Denmark,177.98
236,01/05/2023,Denmark,163.99
237,01/05/2023,Denmark,152.0
238,01/05/2023,Denmark,144.64
239,01/05/2023,Denmark,127.0
240,01/05/2023,Estonia,30.03
241,01/05/2023,Estonia,28.15
242,01/05/2023,Estonia,27.68
243,01/05/2023,Estonia,27.76
244,01/05/2023,Estonia,28.63
245,01/05/2023,Estonia,39.8
246,01/05/2023,Estonia,62.7
247,01/05/2023,Estonia,85.53
248,01/05/2023,Estonia,93.54
249,01/05/2023,Estonia,107.92
250,01/05/2023,Estonia,128.75
251,01/05/2023,Estonia,139.64
252,01/05/2023,Estonia,139.99
253,01/05/2023,Estonia,142.58
254,01/05/2023,Estonia,149.4
255,01/05/2023,Estonia,155.2
256,01/05/2023,Estonia,168.59
257,01/05/2023,Estonia,190.03
258,01/05/2023,Estonia,190.0
259,01/05/2023,Estonia,173.71
260,01/05/2023,Estonia,160.05
261,01/05/2023,Estonia,148.62
262,01/05/2023,Estonia,141.17
263,01/05/2023,Estonia,127.0
264,01/05/2023,Finland,30.03
265,01/05/2023,Finland,28.15
266,01/05/2023,Finland,27.68
267,01/05/2023,Finland,27.76
268,01/05/2023,Finland,28.63
269,01/05/2023,Finland,39.8
270,01/05/2023,Finland,62.7
271,01/05/2023,Finland,85.53
272,01/05/2023,Finland,93.54
273,01/05/2023,Finland,107.92
274,01/05/2023,Finland,128.75
275,01/05/2023,Finland,139.64
276,01/05/2023,Finland,139.99
277,01/05/2023,Finland,142.58
278,01/05/2023,Finland,149.4
279,01/05/2023,Finland,155.2
280,01/05/2023,Finland,168.59
281,01/05/2023,Finland,190.03
282,01/05/2023,Finland,190.0
283,01/05/2023,Finland,173.71
284,01/05/2023,Finland,160.05
285,01/05/2023,Finland,148.62
286,01/05/2023,Finland,141.17
287,01/05/2023,Finland,127.0
288,01/05/2023,Germany,39.39
289,01/05/2023,Germany,-1.0
290,01/05/2023,Germany,-1.0
291,01/05/2023,Germany,-1.0
292,01/05/2023,Germany,29.94
293,01/05/2023,Germany,0.02
294,01/05/2023,Germany,-0.9
295,01/05/2023,Germany,-1.0
296,01/05/2023,Germany,2.44
297,01/05/2023,Germany,-0.9
298,01/05/2023,Germany,-0.9
299,01/05/2023,Germany,-0.9
300,01/05/2023,Germany,0.29
301,01/05/2023,Germany,-0.9
302,01/05/2023,Germany,-2.73
303,01/05/2023,Germany,2.0
304,01/05/2023,Germany,-1.0
305,01/05/2023,Germany,-1.0
306,01/05/2023,Germany,-1.0
307,01/05/2023,Germany,2.6
308,01/05/2023,Germany,-33.8
309,01/05/2023,Germany,-29.93
310,01/05/2023,Germany,34.95
311,01/05/2023,Germany,86.26
312,01/05/2023,Germany,-1.0
313,01/05/2023,Germany,9.7
314,01/05/2023,Germany,81.45
315,01/05/2023,Germany,139.72
316,01/05/2023,Germany,7.58
317,01/05/2023,Germany,49.2
318,01/05/2023,Germany,145.18
319,01/05/2023,Germany,179.94
320,01/05/2023,Germany,55.06
321,01/05/2023,Germany,118.23
322,01/05/2023,Germany,139.94
323,01/05/2023,Germany,144.99
324,01/05/2023,Germany,85.03
325,01/05/2023,Germany,105.04
326,01/05/2023,Germany,115.03
327,01/05/2023,Germany,120.08
328,01/05/2023,Germany,88.48
329,01/05/2023,Germany,115.91
330,01/05/2023,Germany,120.08
331,01/05/2023,Germany,115.47
332,01/05/2023,Germany,101.37
333,01/05/2023,Germany,113.5
334,01/05/2023,Germany,141.03
335,01/05/2023,Germany,123.36
336,01/05/2023,Germany,110.06
337,01/05/2023,Germany,146.5
338,01/05/2023,Germany,115.09
339,01/05/2023,Germany,136.3
340,01/05/2023,Germany,134.94
341,01/05/2023,Germany,144.92
342,01/05/2023,Germany,125.1
343,01/05/2023,Germany,127.96
344,01/05/2023,Germany,107.9
345,01/05/2023,Germany,120.1
346,01/05/2023,Germany,149.88
347,01/05/2023,Germany,169.92
348,01/05/2023,Germany,100.1
349,01/05/2023,Germany,144.85
350,01/05/2023,Germany,172.11
351,01/05/2023,Germany,165.1
352,01/05/2023,Germany,121.13
353,01/05/2023,Germany,122.06
354,01/05/2023,Germany,195.31
355,01/05/2023,Germany,212.41
356,01/05/2023,Germany,125.89
357,01/05/2023,Germany,142.48
358,01/05/2023,Germany,183.88
359,01/05/2023,Germany,234.99
360,01/05/2023,Germany,160.04
361,01/05/2023,Germany,173.77
362,01/05/2023,Germany,201.1
363,01/05/2023,Germany,185.08
364,01/05/2023,Germany,205.08
365,01/05/2023,Germany,190.02
366,01/05/2023,Germany,162.89
367,01/05/2023,Germany,130.01
368,01/05/2023,Germany,225.47
369,01/05/2023,Germany,192.53
370,01/05/2023,Germany,131.95
371,01/05/2023,Germany,110.05
372,01/05/2023,Germany,203.94
373,01/05/2023,Germany,183.43
374,01/05/2023,Germany,140.09
375,01/05/2023,Germany,85.05
376,01/05/2023,Germany,204.35
377,01/05/2023,Germany,168.21
378,01/05/2023,Germany,105.16
379,01/05/2023,Germany,90.0
380,01/05/2023,Germany,171.24
381,01/05/2023,Germany,154.92
382,01/05/2023,Germany,121.59
383,01/05/2023,Germany,55.06
384,01/05/2023,Greece,150.98
385,01/05/2023,Greece,123.0
386,01/05/2023,Greece,107.0
387,01/05/2023,Greece,100.0
388,01/05/2023,Greece,160.0
389,01/05/2023,Greece,263.11
390,01/05/2023,Greece,356.04
391,01/05/2023,Greece,361.04
392,01/05/2023,Greece,264.11
393,01/05/2023,Greece,242.65
394,01/05/2023,Greece,192.94
395,01/05/2023,Greece,184.38
396,01/05/2023,Greece,165.0
397,01/05/2023,Greece,165.1
398,01/05/2023,Greece,202.42
399,01/05/2023,Greece,261.05
400,01/05/2023,Greece,261.04
401,01/05/2023,Greece,293.0
402,01/05/2023,Greece,261.22
403,01/05/2023,Greece,261.79
404,01/05/2023,Greece,216.3
405,01/05/2023,Greece,205.0
406,01/05/2023,Greece,184.99
407,01/05/2023,Greece,160.86
408,01/05/2023,Hungary,145.49
409,01/05/2023,Hungary,127.69
410,01/05/2023,Hungary,88.05
411,01/05/2023,Hungary,74.91
412,01/05/2023,Hungary,67.15
413,01/05/2023,Hungary,86.39
414,01/05/2023,Hungary,137.46
415,01/05/2023,Hungary,130.41
416,01/05/2023,Hungary,135.26
417,01/05/2023,Hungary,144.27
418,01/05/2023,Hungary,141.08
419,01/05/2023,Hungary,145.8
420,01/05/2023,Hungary,142.35
421,01/05/2023,Hungary,142.76
422,01/05/2023,Hungary,151.03
423,01/05/2023,Hungary,159.48
424,01/05/2023,Hungary,172.73
425,01/05/2023,Hungary,192.8
426,01/05/2023,Hungary,194.67
427,01/05/2023,Hungary,177.98
428,01/05/2023,Hungary,163.99
429,01/05/2023,Hungary,152.0
430,01/05/2023,Hungary,144.64
431,01/05/2023,Hungary,127.0
432,01/05/2023,Ireland,175.0
433,01/05/2023,Ireland,174.55
434,01/05/2023,Ireland,188.05
435,01/05/2023,Ireland,174.55
436,01/05/2023,Ireland,154.67
437,01/05/2023,Ireland,133.0
438,01/05/2023,Ireland,124.0
439,01/05/2023,Ireland,165.0
440,01/05/2023,Ireland,171.48
441,01/05/2023,Ireland,179.3
442,01/05/2023,Ireland,191.9
443,01/05/2023,Ireland,184.74
444,01/05/2023,Ireland,162.0
445,01/05/2023,Ireland,140.0
446,01/05/2023,Ireland,135.0
447,01/05/2023,Ireland,135.0
448,01/05/2023,Ireland,137.0
449,01/05/2023,Ireland,157.62
450,01/05/2023,Ireland,168.42
451,01/05/2023,Ireland,160.07
452,01/05/2023,Ireland,152.9
453,01/05/2023,Ireland,167.56
454,01/05/2023,Ireland,153.0
455,01/05/2023,Ireland,116.3
456,01/05/2023,Italy,150.98
457,01/05/2023,Italy,123.0
458,01/05/2023,Italy,107.0
459,01/05/2023,Italy,100.0
460,01/05/2023,Italy,107.4
461,01/05/2023,Italy,137.4
462,01/05/2023,Italy,188.16
463,01/05/2023,Italy,200.35
464,01/05/2023,Italy,227.0
465,01/05/2023,Italy,242.65
466,01/05/2023,Italy,192.94
467,01/05/2023,Italy,184.38
468,01/05/2023,Italy,165.0
469,01/05/2023,Italy,165.1
470,01/05/2023,Italy,184.52
471,01/05/2023,Italy,199.35
472,01/05/2023,Italy,234.27
473,01/05/2023,Italy,249.99
474,01/05/2023,Italy,239.99
475,01/05/2023,Italy,248.8
476,01/05/2023,Italy,200.01
477,01/05/2023,Italy,192.94
478,01/05/2023,Italy,184.99
479,01/05/2023,Italy,160.86
480,01/05/2023,Italy,150.98
481,01/05/2023,Italy,123.0
482,01/05/2023,Italy,107.0
483,01/05/2023,Italy,100.0
484,01/05/2023,Italy,107.4
485,01/05/2023,Italy,137.4
486,01/05/2023,Italy,188.16
487,01/05/2023,Italy,200.35
488,01/05/2023,Italy,227.0
489,01/05/2023,Italy,242.65
490,01/05/2023,Italy,192.94
491,01/05/2023,Italy,184.38
492,01/05/2023,Italy,165.0
493,01/05/2023,Italy,165.1
494,01/05/2023,Italy,184.52
495,01/05/2023,Italy,199.35
496,01/05/2023,Italy,234.27
497,01/05/2023,Italy,249.99
498,01/05/2023,Italy,239.99
499,01/05/2023,Italy,248.8
500,01/05/2023,Italy,200.01
501,01/05/2023,Italy,192.94
502,01/05/2023,Italy,184.99
503,01/05/2023,Italy,160.86
504,01/05/2023,Italy,150.98
505,01/05/2023,Italy,123.0
506,01/05/2023,Italy,107.0
507,01/05/2023,Italy,100.0
508,01/05/2023,Italy,107.4
509,01/05/2023,Italy,137.4
510,01/05/2023,Italy,188.16
511,01/05/2023,Italy,200.35
512,01/05/2023,Italy,227.0
513,01/05/2023,Italy,242.65
514,01/05/2023,Italy,192.94
515,01/05/2023,Italy,184.38
516,01/05/2023,Italy,165.0
517,01/05/2023,Italy,165.1
518,01/05/2023,Italy,184.52
519,01/05/2023,Italy,199.35
520,01/05/2023,Italy,234.27
521,01/05/2023,Italy,249.99
522,01/05/2023,Italy,239.99
523,01/05/2023,Italy,248.8
524,01/05/2023,Italy,200.01
525,01/05/2023,Italy,192.94
526,01/05/2023,Italy,184.99
527,01/05/2023,Italy,160.86
528,01/05/2023,Italy,150.98
529,01/05/2023,Italy,123.0
530,01/05/2023,Italy,107.0
531,01/05/2023,Italy,100.0
532,01/05/2023,Italy,107.4
533,01/05/2023,Italy,137.4
534,01/05/2023,Italy,188.16
535,01/05/2023,Italy,200.35
536,01/05/2023,Italy,227.0
537,01/05/2023,Italy,242.65
538,01/05/2023,Italy,192.94
539,01/05/2023,Italy,184.38
540,01/05/2023,Italy,165.0
541,01/05/2023,Italy,165.1
542,01/05/2023,Italy,184.52
543,01/05/2023,Italy,199.35
544,01/05/2023,Italy,234.27
545,01/05/2023,Italy,249.99
546,01/05/2023,Italy,239.99
547,01/05/2023,Italy,248.8
548,01/05/2023,Italy,200.01
549,01/05/2023,Italy,192.94
550,01/05/2023,Italy,184.99
551,01/05/2023,Italy,160.86
552,01/05/2023,Italy,150.98
553,01/05/2023,Italy,123.0
554,01/05/2023,Italy,107.0
555,01/05/2023,Italy,100.0
