date,country,area,time,price(eur/mwh)
01/02/2023,Sweden,BZN SE4,23:00 - 00:00,35.0
01/02/2023,Switzerland,BZN CH,00:00 - 01:00,0.03
01/02/2023,Switzerland,BZN CH,01:00 - 02:00,-7.25
01/02/2023,Switzerland,BZN CH,02:00 - 03:00,-3.99
01/02/2023,Switzerland,BZN CH,03:00 - 04:00,-7.71
01/02/2023,Switzerland,BZN CH,04:00 - 05:00,-9.71
01/02/2023,Switzerland,BZN CH,05:00 - 06:00,-15.15
01/02/2023,Switzerland,BZN CH,06:00 - 07:00,-14.33
01/02/2023,Switzerland,BZN CH,07:00 - 08:00,-0.66
01/02/2023,Switzerland,BZN CH,08:00 - 09:00,0.02
01/02/2023,Switzerland,BZN CH,09:00 - 10:00,-1.23
01/02/2023,Switzerland,BZN CH,10:00 - 11:00,-6.11
01/02/2023,Switzerland,BZN CH,11:00 - 12:00,0.28
01/02/2023,Switzerland,BZN CH,12:00 - 13:00,2.96
01/02/2023,Switzerland,BZN CH,13:00 - 14:00,-0.79
01/02/2023,Switzerland,BZN CH,14:00 - 15:00,3.06
01/02/2023,Switzerland,BZN CH,15:00 - 16:00,9.53
01/02/2023,Switzerland,BZN CH,16:00 - 17:00,19.95
01/02/2023,Switzerland,BZN CH,17:00 - 18:00,30.46
01/02/2023,Switzerland,BZN CH,18:00 - 19:00,34.39
01/02/2023,Switzerland,BZN CH,19:00 - 20:00,35.15
01/02/2023,Switzerland,BZN CH,20:00 - 21:00,29.57
01/02/2023,Switzerland,BZN CH,21:00 - 22:00,24.92
01/02/2023,Switzerland,BZN CH,22:00 - 23:00,20.72
01/02/2023,Switzerland,BZN CH,23:00 - 00:00,13.46
