,date,country,area,mtu,price(eur/mwh)
8,01.12.2022,Ukraine,BZN UA-BEI,08:00 - 09:00,
9,01.12.2022,Ukraine,BZN UA-BEI,09:00 - 10:00,
10,01.12.2022,Ukraine,BZN UA-BEI,10:00 - 11:00,
11,01.12.2022,Ukraine,BZN UA-BEI,11:00 - 12:00,
12,01.12.2022,Ukraine,BZN UA-BEI,12:00 - 13:00,
13,01.12.2022,Ukraine,BZN UA-BEI,13:00 - 14:00,
14,01.12.2022,Ukraine,BZN UA-BEI,14:00 - 15:00,
15,01.12.2022,Ukraine,BZN UA-BEI,15:00 - 16:00,
16,01.12.2022,Ukraine,BZN UA-BEI,16:00 - 17:00,
17,01.12.2022,Ukraine,BZN UA-BEI,17:00 - 18:00,
18,01.12.2022,Ukraine,BZN UA-BEI,18:00 - 19:00,
19,01.12.2022,Ukraine,BZN UA-BEI,19:00 - 20:00,
20,01.12.2022,Ukraine,BZN UA-BEI,20:00 - 21:00,
21,01.12.2022,Ukraine,BZN UA-BEI,21:00 - 22:00,
22,01.12.2022,Ukraine,BZN UA-BEI,22:00 - 23:00,
23,01.12.2022,Ukraine,BZN UA-BEI,23:00 - 00:00,
0,01.12.2022,Ukraine,BZN UA-IPS,00:00 - 01:00,
1,01.12.2022,Ukraine,BZN UA-IPS,01:00 - 02:00,
2,01.12.2022,Ukraine,BZN UA-IPS,02:00 - 03:00,
3,01.12.2022,Ukraine,BZN UA-IPS,03:00 - 04:00,
4,01.12.2022,Ukraine,BZN UA-IPS,04:00 - 05:00,
5,01.12.2022,Ukraine,BZN UA-IPS,05:00 - 06:00,
6,01.12.2022,Ukraine,BZN UA-IPS,06:00 - 07:00,
7,01.12.2022,Ukraine,BZN UA-IPS,07:00 - 08:00,
8,01.12.2022,Ukraine,BZN UA-IPS,08:00 - 09:00,
9,01.12.2022,Ukraine,BZN UA-IPS,09:00 - 10:00,
10,01.12.2022,Ukraine,BZN UA-IPS,10:00 - 11:00,
11,01.12.2022,Ukraine,BZN UA-IPS,11:00 - 12:00,
12,01.12.2022,Ukraine,BZN UA-IPS,12:00 - 13:00,
13,01.12.2022,Ukraine,BZN UA-IPS,13:00 - 14:00,
14,01.12.2022,Ukraine,BZN UA-IPS,14:00 - 15:00,
15,01.12.2022,Ukraine,BZN UA-IPS,15:00 - 16:00,
16,01.12.2022,Ukraine,BZN UA-IPS,16:00 - 17:00,
17,01.12.2022,Ukraine,BZN UA-IPS,17:00 - 18:00,
18,01.12.2022,Ukraine,BZN UA-IPS,18:00 - 19:00,
19,01.12.2022,Ukraine,BZN UA-IPS,19:00 - 20:00,
20,01.12.2022,Ukraine,BZN UA-IPS,20:00 - 21:00,
21,01.12.2022,Ukraine,BZN UA-IPS,21:00 - 22:00,
22,01.12.2022,Ukraine,BZN UA-IPS,22:00 - 23:00,
23,01.12.2022,Ukraine,BZN UA-IPS,23:00 - 00:00,
0,01.12.2022,Ukraine,BZN UA,00:00 - 01:00,
1,01.12.2022,Ukraine,BZN UA,01:00 - 02:00,
2,01.12.2022,Ukraine,BZN UA,02:00 - 03:00,
3,01.12.2022,Ukraine,BZN UA,03:00 - 04:00,
4,01.12.2022,Ukraine,BZN UA,04:00 - 05:00,
5,01.12.2022,Ukraine,BZN UA,05:00 - 06:00,
6,01.12.2022,Ukraine,BZN UA,06:00 - 07:00,
7,01.12.2022,Ukraine,BZN UA,07:00 - 08:00,
8,01.12.2022,Ukraine,BZN UA,08:00 - 09:00,
9,01.12.2022,Ukraine,BZN UA,09:00 - 10:00,
10,01.12.2022,Ukraine,BZN UA,10:00 - 11:00,
11,01.12.2022,Ukraine,BZN UA,11:00 - 12:00,
12,01.12.2022,Ukraine,BZN UA,12:00 - 13:00,
13,01.12.2022,Ukraine,BZN UA,13:00 - 14:00,
14,01.12.2022,Ukraine,BZN UA,14:00 - 15:00,
15,01.12.2022,Ukraine,BZN UA,15:00 - 16:00,
16,01.12.2022,Ukraine,BZN UA,16:00 - 17:00,
17,01.12.2022,Ukraine,BZN UA,17:00 - 18:00,
18,01.12.2022,Ukraine,BZN UA,18:00 - 19:00,
19,01.12.2022,Ukraine,BZN UA,19:00 - 20:00,
20,01.12.2022,Ukraine,BZN UA,20:00 - 21:00,
21,01.12.2022,Ukraine,BZN UA,21:00 - 22:00,
22,01.12.2022,Ukraine,BZN UA,22:00 - 23:00,
23,01.12.2022,Ukraine,BZN UA,23:00 - 00:00,
0,01.12.2022,Ukraine,BZN UA-DobTPP,00:00 - 01:00,
1,01.12.2022,Ukraine,BZN UA-DobTPP,01:00 - 02:00,
2,01.12.2022,Ukraine,BZN UA-DobTPP,02:00 - 03:00,
3,01.12.2022,Ukraine,BZN UA-DobTPP,03:00 - 04:00,
4,01.12.2022,Ukraine,BZN UA-DobTPP,04:00 - 05:00,
5,01.12.2022,Ukraine,BZN UA-DobTPP,05:00 - 06:00,
6,01.12.2022,Ukraine,BZN UA-DobTPP,06:00 - 07:00,
7,01.12.2022,Ukraine,BZN UA-DobTPP,07:00 - 08:00,
8,01.12.2022,Ukraine,BZN UA-DobTPP,08:00 - 09:00,
9,01.12.2022,Ukraine,BZN UA-DobTPP,09:00 - 10:00,
10,01.12.2022,Ukraine,BZN UA-DobTPP,10:00 - 11:00,
11,01.12.2022,Ukraine,BZN UA-DobTPP,11:00 - 12:00,
12,01.12.2022,Ukraine,BZN UA-DobTPP,12:00 - 13:00,
13,01.12.2022,Ukraine,BZN UA-DobTPP,13:00 - 14:00,
14,01.12.2022,Ukraine,BZN UA-DobTPP,14:00 - 15:00,
15,01.12.2022,Ukraine,BZN UA-DobTPP,15:00 - 16:00,
16,01.12.2022,Ukraine,BZN UA-DobTPP,16:00 - 17:00,
17,01.12.2022,Ukraine,BZN UA-DobTPP,17:00 - 18:00,
18,01.12.2022,Ukraine,BZN UA-DobTPP,18:00 - 19:00,
19,01.12.2022,Ukraine,BZN UA-DobTPP,19:00 - 20:00,
20,01.12.2022,Ukraine,BZN UA-DobTPP,20:00 - 21:00,
21,01.12.2022,Ukraine,BZN UA-DobTPP,21:00 - 22:00,
22,01.12.2022,Ukraine,BZN UA-DobTPP,22:00 - 23:00,
23,01.12.2022,Ukraine,BZN UA-DobTPP,23:00 - 00:00,
0,01.12.2022,United Kingdom,BZN GB,00:00 - 01:00,
1,01.12.2022,United Kingdom,BZN GB,01:00 - 02:00,
2,01.12.2022,United Kingdom,BZN GB,02:00 - 03:00,
3,01.12.2022,United Kingdom,BZN GB,03:00 - 04:00,
4,01.12.2022,United Kingdom,BZN GB,04:00 - 05:00,
5,01.12.2022,United Kingdom,BZN GB,05:00 - 06:00,
6,01.12.2022,United Kingdom,BZN GB,06:00 - 07:00,
7,01.12.2022,United Kingdom,BZN GB,07:00 - 08:00,
8,01.12.2022,United Kingdom,BZN GB,08:00 - 09:00,
9,01.12.2022,United Kingdom,BZN GB,09:00 - 10:00,
10,01.12.2022,United Kingdom,BZN GB,10:00 - 11:00,
11,01.12.2022,United Kingdom,BZN GB,11:00 - 12:00,
12,01.12.2022,United Kingdom,BZN GB,12:00 - 13:00,
13,01.12.2022,United Kingdom,BZN GB,13:00 - 14:00,
14,01.12.2022,United Kingdom,BZN GB,14:00 - 15:00,
15,01.12.2022,United Kingdom,BZN GB,15:00 - 16:00,
16,01.12.2022,United Kingdom,BZN GB,16:00 - 17:00,
17,01.12.2022,United Kingdom,BZN GB,17:00 - 18:00,
18,01.12.2022,United Kingdom,BZN GB,18:00 - 19:00,
19,01.12.2022,United Kingdom,BZN GB,19:00 - 20:00,
20,01.12.2022,United Kingdom,BZN GB,20:00 - 21:00,
21,01.12.2022,United Kingdom,BZN GB,21:00 - 22:00,
22,01.12.2022,United Kingdom,BZN GB,22:00 - 23:00,
23,01.12.2022,United Kingdom,BZN GB,23:00 - 00:00,
0,01.12.2022,United Kingdom,BZN GB(ElecLink),00:00 - 01:00,
1,01.12.2022,United Kingdom,BZN GB(ElecLink),01:00 - 02:00,
2,01.12.2022,United Kingdom,BZN GB(ElecLink),02:00 - 03:00,
3,01.12.2022,United Kingdom,BZN GB(ElecLink),03:00 - 04:00,
4,01.12.2022,United Kingdom,BZN GB(ElecLink),04:00 - 05:00,
5,01.12.2022,United Kingdom,BZN GB(ElecLink),05:00 - 06:00,
6,01.12.2022,United Kingdom,BZN GB(ElecLink),06:00 - 07:00,
7,01.12.2022,United Kingdom,BZN GB(ElecLink),07:00 - 08:00,
8,01.12.2022,United Kingdom,BZN GB(ElecLink),08:00 - 09:00,
9,01.12.2022,United Kingdom,BZN GB(ElecLink),09:00 - 10:00,
10,01.12.2022,United Kingdom,BZN GB(ElecLink),10:00 - 11:00,
11,01.12.2022,United Kingdom,BZN GB(ElecLink),11:00 - 12:00,
12,01.12.2022,United Kingdom,BZN GB(ElecLink),12:00 - 13:00,
13,01.12.2022,United Kingdom,BZN GB(ElecLink),13:00 - 14:00,
14,01.12.2022,United Kingdom,BZN GB(ElecLink),14:00 - 15:00,
15,01.12.2022,United Kingdom,BZN GB(ElecLink),15:00 - 16:00,
16,01.12.2022,United Kingdom,BZN GB(ElecLink),16:00 - 17:00,
17,01.12.2022,United Kingdom,BZN GB(ElecLink),17:00 - 18:00,
18,01.12.2022,United Kingdom,BZN GB(ElecLink),18:00 - 19:00,
19,01.12.2022,United Kingdom,BZN GB(ElecLink),19:00 - 20:00,
20,01.12.2022,United Kingdom,BZN GB(ElecLink),20:00 - 21:00,
21,01.12.2022,United Kingdom,BZN GB(ElecLink),21:00 - 22:00,
22,01.12.2022,United Kingdom,BZN GB(ElecLink),22:00 - 23:00,
23,01.12.2022,United Kingdom,BZN GB(ElecLink),23:00 - 00:00,
0,01.12.2022,United Kingdom,BZN GB(IFA),00:00 - 01:00,
1,01.12.2022,United Kingdom,BZN GB(IFA),01:00 - 02:00,
2,01.12.2022,United Kingdom,BZN GB(IFA),02:00 - 03:00,
3,01.12.2022,United Kingdom,BZN GB(IFA),03:00 - 04:00,
4,01.12.2022,United Kingdom,BZN GB(IFA),04:00 - 05:00,
5,01.12.2022,United Kingdom,BZN GB(IFA),05:00 - 06:00,
6,01.12.2022,United Kingdom,BZN GB(IFA),06:00 - 07:00,
7,01.12.2022,United Kingdom,BZN GB(IFA),07:00 - 08:00,
8,01.12.2022,United Kingdom,BZN GB(IFA),08:00 - 09:00,
9,01.12.2022,United Kingdom,BZN GB(IFA),09:00 - 10:00,
10,01.12.2022,United Kingdom,BZN GB(IFA),10:00 - 11:00,
11,01.12.2022,United Kingdom,BZN GB(IFA),11:00 - 12:00,
12,01.12.2022,United Kingdom,BZN GB(IFA),12:00 - 13:00,
13,01.12.2022,United Kingdom,BZN GB(IFA),13:00 - 14:00,
14,01.12.2022,United Kingdom,BZN GB(IFA),14:00 - 15:00,
15,01.12.2022,United Kingdom,BZN GB(IFA),15:00 - 16:00,
16,01.12.2022,United Kingdom,BZN GB(IFA),16:00 - 17:00,
17,01.12.2022,United Kingdom,BZN GB(IFA),17:00 - 18:00,
18,01.12.2022,United Kingdom,BZN GB(IFA),18:00 - 19:00,
19,01.12.2022,United Kingdom,BZN GB(IFA),19:00 - 20:00,
20,01.12.2022,United Kingdom,BZN GB(IFA),20:00 - 21:00,
21,01.12.2022,United Kingdom,BZN GB(IFA),21:00 - 22:00,
22,01.12.2022,United Kingdom,BZN GB(IFA),22:00 - 23:00,
23,01.12.2022,United Kingdom,BZN GB(IFA),23:00 - 00:00,
0,01.12.2022,United Kingdom,BZN GB(IFA2),00:00 - 01:00,
1,01.12.2022,United Kingdom,BZN GB(IFA2),01:00 - 02:00,
2,01.12.2022,United Kingdom,BZN GB(IFA2),02:00 - 03:00,
3,01.12.2022,United Kingdom,BZN GB(IFA2),03:00 - 04:00,
4,01.12.2022,United Kingdom,BZN GB(IFA2),04:00 - 05:00,
5,01.12.2022,United Kingdom,BZN GB(IFA2),05:00 - 06:00,
6,01.12.2022,United Kingdom,BZN GB(IFA2),06:00 - 07:00,
7,01.12.2022,United Kingdom,BZN GB(IFA2),07:00 - 08:00,
8,01.12.2022,United Kingdom,BZN GB(IFA2),08:00 - 09:00,
9,01.12.2022,United Kingdom,BZN GB(IFA2),09:00 - 10:00,
10,01.12.2022,United Kingdom,BZN GB(IFA2),10:00 - 11:00,
11,01.12.2022,United Kingdom,BZN GB(IFA2),11:00 - 12:00,
12,01.12.2022,United Kingdom,BZN GB(IFA2),12:00 - 13:00,
13,01.12.2022,United Kingdom,BZN GB(IFA2),13:00 - 14:00,
14,01.12.2022,United Kingdom,BZN GB(IFA2),14:00 - 15:00,
15,01.12.2022,United Kingdom,BZN GB(IFA2),15:00 - 16:00,
16,01.12.2022,United Kingdom,BZN GB(IFA2),16:00 - 17:00,
17,01.12.2022,United Kingdom,BZN GB(IFA2),17:00 - 18:00,
18,01.12.2022,United Kingdom,BZN GB(IFA2),18:00 - 19:00,
19,01.12.2022,United Kingdom,BZN GB(IFA2),19:00 - 20:00,
20,01.12.2022,United Kingdom,BZN GB(IFA2),20:00 - 21:00,
21,01.12.2022,United Kingdom,BZN GB(IFA2),21:00 - 22:00,
22,01.12.2022,United Kingdom,BZN GB(IFA2),22:00 - 23:00,
23,01.12.2022,United Kingdom,BZN GB(IFA2),23:00 - 00:00,
0,02.12.2022,Albania,BZN AL,00:00 - 01:00,
1,02.12.2022,Albania,BZN AL,01:00 - 02:00,
2,02.12.2022,Albania,BZN AL,02:00 - 03:00,
3,02.12.2022,Albania,BZN AL,03:00 - 04:00,
4,02.12.2022,Albania,BZN AL,04:00 - 05:00,
5,02.12.2022,Albania,BZN AL,05:00 - 06:00,
6,02.12.2022,Albania,BZN AL,06:00 - 07:00,
7,02.12.2022,Albania,BZN AL,07:00 - 08:00,
8,02.12.2022,Albania,BZN AL,08:00 - 09:00,
9,02.12.2022,Albania,BZN AL,09:00 - 10:00,
10,02.12.2022,Albania,BZN AL,10:00 - 11:00,
11,02.12.2022,Albania,BZN AL,11:00 - 12:00,
12,02.12.2022,Albania,BZN AL,12:00 - 13:00,
13,02.12.2022,Albania,BZN AL,13:00 - 14:00,
14,02.12.2022,Albania,BZN AL,14:00 - 15:00,
15,02.12.2022,Albania,BZN AL,15:00 - 16:00,
16,02.12.2022,Albania,BZN AL,16:00 - 17:00,
17,02.12.2022,Albania,BZN AL,17:00 - 18:00,
18,02.12.2022,Albania,BZN AL,18:00 - 19:00,
19,02.12.2022,Albania,BZN AL,19:00 - 20:00,
20,02.12.2022,Albania,BZN AL,20:00 - 21:00,
21,02.12.2022,Albania,BZN AL,21:00 - 22:00,
22,02.12.2022,Albania,BZN AL,22:00 - 23:00,
23,02.12.2022,Albania,BZN AL,23:00 - 00:00,
0,02.12.2022,Austria,BZN AT,00:00 - 01:00,310.04
1,02.12.2022,Austria,BZN AT,01:00 - 02:00,298.17
2,02.12.2022,Austria,BZN AT,02:00 - 03:00,300.23
3,02.12.2022,Austria,BZN AT,03:00 - 04:00,298.53
4,02.12.2022,Austria,BZN AT,04:00 - 05:00,300.72
5,02.12.2022,Austria,BZN AT,05:00 - 06:00,318.81
6,02.12.2022,Austria,BZN AT,06:00 - 07:00,365.8
7,02.12.2022,Austria,BZN AT,07:00 - 08:00,430.08
8,02.12.2022,Austria,BZN AT,08:00 - 09:00,444.59
9,02.12.2022,Austria,BZN AT,09:00 - 10:00,440.24
10,02.12.2022,Austria,BZN AT,10:00 - 11:00,429.93
11,02.12.2022,Austria,BZN AT,11:00 - 12:00,431.9
12,02.12.2022,Austria,BZN AT,12:00 - 13:00,424.65
13,02.12.2022,Austria,BZN AT,13:00 - 14:00,404.07
14,02.12.2022,Austria,BZN AT,14:00 - 15:00,434.97
15,02.12.2022,Austria,BZN AT,15:00 - 16:00,429.99
16,02.12.2022,Austria,BZN AT,16:00 - 17:00,429.96
17,02.12.2022,Austria,BZN AT,17:00 - 18:00,431.97
18,02.12.2022,Austria,BZN AT,18:00 - 19:00,424.9
19,02.12.2022,Austria,BZN AT,19:00 - 20:00,403.8
20,02.12.2022,Austria,BZN AT,20:00 - 21:00,414.93
21,02.12.2022,Austria,BZN AT,21:00 - 22:00,354.68
22,02.12.2022,Austria,BZN AT,22:00 - 23:00,321.57
23,02.12.2022,Austria,BZN AT,23:00 - 00:00,270.0
0,02.12.2022,Austria,BZN DE-AT-LU,00:00 - 01:00,
1,02.12.2022,Austria,BZN DE-AT-LU,01:00 - 02:00,
2,02.12.2022,Austria,BZN DE-AT-LU,02:00 - 03:00,
3,02.12.2022,Austria,BZN DE-AT-LU,03:00 - 04:00,
4,02.12.2022,Austria,BZN DE-AT-LU,04:00 - 05:00,
5,02.12.2022,Austria,BZN DE-AT-LU,05:00 - 06:00,
6,02.12.2022,Austria,BZN DE-AT-LU,06:00 - 07:00,
7,02.12.2022,Austria,BZN DE-AT-LU,07:00 - 08:00,
8,02.12.2022,Austria,BZN DE-AT-LU,08:00 - 09:00,
9,02.12.2022,Austria,BZN DE-AT-LU,09:00 - 10:00,
10,02.12.2022,Austria,BZN DE-AT-LU,10:00 - 11:00,
11,02.12.2022,Austria,BZN DE-AT-LU,11:00 - 12:00,
12,02.12.2022,Austria,BZN DE-AT-LU,12:00 - 13:00,
13,02.12.2022,Austria,BZN DE-AT-LU,13:00 - 14:00,
14,02.12.2022,Austria,BZN DE-AT-LU,14:00 - 15:00,
15,02.12.2022,Austria,BZN DE-AT-LU,15:00 - 16:00,
16,02.12.2022,Austria,BZN DE-AT-LU,16:00 - 17:00,
17,02.12.2022,Austria,BZN DE-AT-LU,17:00 - 18:00,
18,02.12.2022,Austria,BZN DE-AT-LU,18:00 - 19:00,
19,02.12.2022,Austria,BZN DE-AT-LU,19:00 - 20:00,
20,02.12.2022,Austria,BZN DE-AT-LU,20:00 - 21:00,
21,02.12.2022,Austria,BZN DE-AT-LU,21:00 - 22:00,
22,02.12.2022,Austria,BZN DE-AT-LU,22:00 - 23:00,
23,02.12.2022,Austria,BZN DE-AT-LU,23:00 - 00:00,
0,02.12.2022,Belgium,BZN BE,00:00 - 01:00,323.79
1,02.12.2022,Belgium,BZN BE,01:00 - 02:00,312.92
2,02.12.2022,Belgium,BZN BE,02:00 - 03:00,306.35
3,02.12.2022,Belgium,BZN BE,03:00 - 04:00,298.81
4,02.12.2022,Belgium,BZN BE,04:00 - 05:00,300.72
5,02.12.2022,Belgium,BZN BE,05:00 - 06:00,310.57
6,02.12.2022,Belgium,BZN BE,06:00 - 07:00,357.82
7,02.12.2022,Belgium,BZN BE,07:00 - 08:00,424.66
8,02.12.2022,Belgium,BZN BE,08:00 - 09:00,446.67
9,02.12.2022,Belgium,BZN BE,09:00 - 10:00,447.92
10,02.12.2022,Belgium,BZN BE,10:00 - 11:00,432.74
11,02.12.2022,Belgium,BZN BE,11:00 - 12:00,421.36
12,02.12.2022,Belgium,BZN BE,12:00 - 13:00,428.88
13,02.12.2022,Belgium,BZN BE,13:00 - 14:00,388.87
14,02.12.2022,Belgium,BZN BE,14:00 - 15:00,398.45
15,02.12.2022,Belgium,BZN BE,15:00 - 16:00,364.85
16,02.12.2022,Belgium,BZN BE,16:00 - 17:00,369.73
17,02.12.2022,Belgium,BZN BE,17:00 - 18:00,421.72
18,02.12.2022,Belgium,BZN BE,18:00 - 19:00,427.28
19,02.12.2022,Belgium,BZN BE,19:00 - 20:00,372.0
20,02.12.2022,Belgium,BZN BE,20:00 - 21:00,327.72
21,02.12.2022,Belgium,BZN BE,21:00 - 22:00,345.54
22,02.12.2022,Belgium,BZN BE,22:00 - 23:00,341.83
23,02.12.2022,Belgium,BZN BE,23:00 - 00:00,319.35
0,02.12.2022,Bosnia and Herzegovenia,BZN BA,00:00 - 01:00,
1,02.12.2022,Bosnia and Herzegovenia,BZN BA,01:00 - 02:00,
2,02.12.2022,Bosnia and Herzegovenia,BZN BA,02:00 - 03:00,
3,02.12.2022,Bosnia and Herzegovenia,BZN BA,03:00 - 04:00,
4,02.12.2022,Bosnia and Herzegovenia,BZN BA,04:00 - 05:00,
5,02.12.2022,Bosnia and Herzegovenia,BZN BA,05:00 - 06:00,
6,02.12.2022,Bosnia and Herzegovenia,BZN BA,06:00 - 07:00,
7,02.12.2022,Bosnia and Herzegovenia,BZN BA,07:00 - 08:00,
8,02.12.2022,Bosnia and Herzegovenia,BZN BA,08:00 - 09:00,
9,02.12.2022,Bosnia and Herzegovenia,BZN BA,09:00 - 10:00,
10,02.12.2022,Bosnia and Herzegovenia,BZN BA,10:00 - 11:00,
11,02.12.2022,Bosnia and Herzegovenia,BZN BA,11:00 - 12:00,
12,02.12.2022,Bosnia and Herzegovenia,BZN BA,12:00 - 13:00,
13,02.12.2022,Bosnia and Herzegovenia,BZN BA,13:00 - 14:00,
14,02.12.2022,Bosnia and Herzegovenia,BZN BA,14:00 - 15:00,
15,02.12.2022,Bosnia and Herzegovenia,BZN BA,15:00 - 16:00,
16,02.12.2022,Bosnia and Herzegovenia,BZN BA,16:00 - 17:00,
17,02.12.2022,Bosnia and Herzegovenia,BZN BA,17:00 - 18:00,
18,02.12.2022,Bosnia and Herzegovenia,BZN BA,18:00 - 19:00,
19,02.12.2022,Bosnia and Herzegovenia,BZN BA,19:00 - 20:00,
20,02.12.2022,Bosnia and Herzegovenia,BZN BA,20:00 - 21:00,
21,02.12.2022,Bosnia and Herzegovenia,BZN BA,21:00 - 22:00,
22,02.12.2022,Bosnia and Herzegovenia,BZN BA,22:00 - 23:00,
23,02.12.2022,Bosnia and Herzegovenia,BZN BA,23:00 - 00:00,
0,02.12.2022,Bulgaria,BZN BG,00:00 - 01:00,309.67
1,02.12.2022,Bulgaria,BZN BG,01:00 - 02:00,297.77
2,02.12.2022,Bulgaria,BZN BG,02:00 - 03:00,179.38
3,02.12.2022,Bulgaria,BZN BG,03:00 - 04:00,179.39
4,02.12.2022,Bulgaria,BZN BG,04:00 - 05:00,300.72
5,02.12.2022,Bulgaria,BZN BG,05:00 - 06:00,317.05
6,02.12.2022,Bulgaria,BZN BG,06:00 - 07:00,366.02
7,02.12.2022,Bulgaria,BZN BG,07:00 - 08:00,426.82
8,02.12.2022,Bulgaria,BZN BG,08:00 - 09:00,444.06
9,02.12.2022,Bulgaria,BZN BG,09:00 - 10:00,438.33
10,02.12.2022,Bulgaria,BZN BG,10:00 - 11:00,429.22
11,02.12.2022,Bulgaria,BZN BG,11:00 - 12:00,426.14
12,02.12.2022,Bulgaria,BZN BG,12:00 - 13:00,419.13
13,02.12.2022,Bulgaria,BZN BG,13:00 - 14:00,411.98
14,02.12.2022,Bulgaria,BZN BG,14:00 - 15:00,429.61
15,02.12.2022,Bulgaria,BZN BG,15:00 - 16:00,569.29
16,02.12.2022,Bulgaria,BZN BG,16:00 - 17:00,603.32
17,02.12.2022,Bulgaria,BZN BG,17:00 - 18:00,515.54
18,02.12.2022,Bulgaria,BZN BG,18:00 - 19:00,441.53
19,02.12.2022,Bulgaria,BZN BG,19:00 - 20:00,415.1
20,02.12.2022,Bulgaria,BZN BG,20:00 - 21:00,456.14
21,02.12.2022,Bulgaria,BZN BG,21:00 - 22:00,353.12
22,02.12.2022,Bulgaria,BZN BG,22:00 - 23:00,330.97
23,02.12.2022,Bulgaria,BZN BG,23:00 - 00:00,267.0
0,02.12.2022,Croatia,BZN HR,00:00 - 01:00,310.83
1,02.12.2022,Croatia,BZN HR,01:00 - 02:00,299.01
2,02.12.2022,Croatia,BZN HR,02:00 - 03:00,283.46
3,02.12.2022,Croatia,BZN HR,03:00 - 04:00,281.81
4,02.12.2022,Croatia,BZN HR,04:00 - 05:00,300.72
5,02.12.2022,Croatia,BZN HR,05:00 - 06:00,318.33
6,02.12.2022,Croatia,BZN HR,06:00 - 07:00,365.99
7,02.12.2022,Croatia,BZN HR,07:00 - 08:00,427.67
8,02.12.2022,Croatia,BZN HR,08:00 - 09:00,444.33
9,02.12.2022,Croatia,BZN HR,09:00 - 10:00,439.3
10,02.12.2022,Croatia,BZN HR,10:00 - 11:00,429.58
11,02.12.2022,Croatia,BZN HR,11:00 - 12:00,427.17
12,02.12.2022,Croatia,BZN HR,12:00 - 13:00,419.95
13,02.12.2022,Croatia,BZN HR,13:00 - 14:00,407.91
14,02.12.2022,Croatia,BZN HR,14:00 - 15:00,435.26
15,02.12.2022,Croatia,BZN HR,15:00 - 16:00,497.75
16,02.12.2022,Croatia,BZN HR,16:00 - 17:00,548.72
17,02.12.2022,Croatia,BZN HR,17:00 - 18:00,449.03
18,02.12.2022,Croatia,BZN HR,18:00 - 19:00,428.86
19,02.12.2022,Croatia,BZN HR,19:00 - 20:00,411.06
20,02.12.2022,Croatia,BZN HR,20:00 - 21:00,438.6
21,02.12.2022,Croatia,BZN HR,21:00 - 22:00,352.92
22,02.12.2022,Croatia,BZN HR,22:00 - 23:00,328.02
23,02.12.2022,Croatia,BZN HR,23:00 - 00:00,270.57
0,02.12.2022,Cyprus,BZN CY,00:00 - 01:00,
1,02.12.2022,Cyprus,BZN CY,01:00 - 02:00,
2,02.12.2022,Cyprus,BZN CY,02:00 - 03:00,
3,02.12.2022,Cyprus,BZN CY,03:00 - 04:00,
4,02.12.2022,Cyprus,BZN CY,04:00 - 05:00,
5,02.12.2022,Cyprus,BZN CY,05:00 - 06:00,
6,02.12.2022,Cyprus,BZN CY,06:00 - 07:00,
7,02.12.2022,Cyprus,BZN CY,07:00 - 08:00,
8,02.12.2022,Cyprus,BZN CY,08:00 - 09:00,
9,02.12.2022,Cyprus,BZN CY,09:00 - 10:00,
10,02.12.2022,Cyprus,BZN CY,10:00 - 11:00,
11,02.12.2022,Cyprus,BZN CY,11:00 - 12:00,
12,02.12.2022,Cyprus,BZN CY,12:00 - 13:00,
13,02.12.2022,Cyprus,BZN CY,13:00 - 14:00,
14,02.12.2022,Cyprus,BZN CY,14:00 - 15:00,
15,02.12.2022,Cyprus,BZN CY,15:00 - 16:00,
16,02.12.2022,Cyprus,BZN CY,16:00 - 17:00,
17,02.12.2022,Cyprus,BZN CY,17:00 - 18:00,
18,02.12.2022,Cyprus,BZN CY,18:00 - 19:00,
19,02.12.2022,Cyprus,BZN CY,19:00 - 20:00,
20,02.12.2022,Cyprus,BZN CY,20:00 - 21:00,
21,02.12.2022,Cyprus,BZN CY,21:00 - 22:00,
22,02.12.2022,Cyprus,BZN CY,22:00 - 23:00,
23,02.12.2022,Cyprus,BZN CY,23:00 - 00:00,
0,02.12.2022,Czech Republic,BZN CZ,00:00 - 01:00,307.71
1,02.12.2022,Czech Republic,BZN CZ,01:00 - 02:00,295.66
2,02.12.2022,Czech Republic,BZN CZ,02:00 - 03:00,301.16
3,02.12.2022,Czech Republic,BZN CZ,03:00 - 04:00,300.45
4,02.12.2022,Czech Republic,BZN CZ,04:00 - 05:00,300.72
5,02.12.2022,Czech Republic,BZN CZ,05:00 - 06:00,314.86
6,02.12.2022,Czech Republic,BZN CZ,06:00 - 07:00,364.88
7,02.12.2022,Czech Republic,BZN CZ,07:00 - 08:00,421.47
8,02.12.2022,Czech Republic,BZN CZ,08:00 - 09:00,443.65
9,02.12.2022,Czech Republic,BZN CZ,09:00 - 10:00,436.8
10,02.12.2022,Czech Republic,BZN CZ,10:00 - 11:00,428.67
11,02.12.2022,Czech Republic,BZN CZ,11:00 - 12:00,419.4
12,02.12.2022,Czech Republic,BZN CZ,12:00 - 13:00,412.81
13,02.12.2022,Czech Republic,BZN CZ,13:00 - 14:00,402.64
14,02.12.2022,Czech Republic,BZN CZ,14:00 - 15:00,399.61
15,02.12.2022,Czech Republic,BZN CZ,15:00 - 16:00,180.89
16,02.12.2022,Czech Republic,BZN CZ,16:00 - 17:00,387.42
17,02.12.2022,Czech Republic,BZN CZ,17:00 - 18:00,376.71
18,02.12.2022,Czech Republic,BZN CZ,18:00 - 19:00,385.9
